GivenName,MiddleInitial,Surname,City,State
Nazan,N,van der Krabben,Linsmeau,WBR
Rafael,A,Minnema,Nobressart,WHT
Hava,J,van Kaam,Incourt,WBR
Latoya,R,Ploeg,Bellegem,VWV
Jairzinho,P,van Eden,Brussel,WBR
Ilana,E,Metzelaar,Riemst,VLI
Giacomo,L,Collignon,Wetteren,VOV
Quoc,E,Schaapman,Mendonk,VOV
Rémy,J,Lambert,Wielsbeke,VWV
Mayhew,D,Lussier,Houdremont,WNA
Zarife,J,Pultrum,Balegem,VOV
Smahane,G,Eckhardt,Boëlhe,WLG
Koendert,Y,Ivens,Lontzen,WLG
Amabella,F,Piedalue,Moha,WLG
Royden,H,Faubert,Klein-Gelmen,VLI
Beltane,D,Devost,Lo,VWV
Belle,J,Mothé,Saint-Vith,WLG
Aissam,C,Coumans,Voormezele,VWV
Jans,J,Vromen,Zevekote,VWV
Quinn,E,Popma,Sugny,WNA
Joseph,T,Collet,Villers-sur-Semois,WHT
Rushil,C,IJzermans,Givry,WHT
Tristan,C,Boncoeur,Bonsin,WNA
Faustin,E,D'Aoust,Drogenbos,VBR
Juliet,Ö,Klepper,Franière,WNA
Thierry,P,Arpin,Saint-Servais,WNA
Görkem,F,Talsma,Sosoye,WNA
Jay,J,Rousseau,Anloy,WHT
Daniel,L,Beaupré,Bray,WHT
Coralie,F,Bellefeuille,Villers-la-Loue,WHT
Julienne,O,Bienvenue,Attre,WHT
Claude,A,Barjavel,Nieuwerkerken,VOV
Vidya,R,van Dinther,Melen,WLG
Fauna,S,Bérubé,Bièvre,WNA
Eugène,D,Achin,Tessenderlo,VLI
Mayhew,M,Lamy,Muizen,VLI
Maryse,G,Lamy,Francorchamps,WLG
Clarice,C,Routhier,Cul-des-Sarts,WNA
Gioia,K,Paul,Tildonk,VBR
Admir,F,Berkelaar,Durbuy,WHT
Parfait,B,Lefèbvre,Obigies,WHT
Aissa,J,Verkuijl,Taintignies,WHT
Véronique,P,Fortier,Membre,WNA
Malagigi,M,Bilodeau,Paifve,WLG
Arwin,S,Witteveen,Brecht,VAN
Emmanuel,E,Aucoin,Luingne,WHT
Julie,S,Compagnon,Villers-aux-Tours,WLG
Didier,V,Pouchard,Wontergem,VOV
Alwin,Z,Peterse,Hertain,WHT
Rienk,B,Kruijs,Zétrud-Lumay,WBR
Chandler,É,Desnoyers,Sint-Jacobs-Kapelle,VWV
Landers,J,Ailleboust,Maulde,WHT
Karel,O,Ruest,Ramskapelle,VWV
Saber,A,Foucault,Astene,VOV
Carolos,E,Barjavel,Brucargo,VBR
Alican,M,Schermer,Steenokkerzeel,VBR
Van,G,van Vijfeijken,Meise,VBR
Piet,M,Reemers,Asper,VOV
Teun,J,Hazenoot,Aarschot,VBR
Alberto,R,Lievense,Bléharies,WHT
Bibi,A,Zaalberg,Ampsin,WLG
Desirée,L,Dokter,Outrijve,VWV
Mannes,A,Epping,Corbais,WBR
Baruch,S,van der Weijde,Hollebeke,VWV
Iva,Q,Charbonneau,Nieuwpoort,VWV
Francisco,N,Langkamp,Javingue,WNA
Ila,L,Riquier,Bovenistier,WLG
Tanguy,A,Phaneuf,Rollegem,VWV
Jordie,T,Wernsen,Biesme,WNA
Grégoire,C,Labrosse,Keerbergen,VBR
Yoshua,A,Balm,Ambresin,WLG
Dyllan,M,Oskamp,Isières,WHT
Geesje,J,Orie,Leeuwergem,VOV
Clarisse,G,Mangnus,Bekkerzeel,VBR
Jérôme,G,Robitaille,Blanden,VBR
Nouel,B,Mainville,Vonêche,WNA
Lienke,D,Messchendorp,Elsegem,VOV
Elmer,A,Osinga,Neerheylissem,WBR
Emmanuelle,A,Mailhot,Zoerle-Parwijs,VAN
Donatien,P,Gadbois,Thieu,WHT
Ferron,R,Bruggeling,Oevel,VAN
Benoit,S,Moree,Oudekapelle,VWV
Aldert,P,Driessen,Roselies,WLX
Paulette,H,Bonenfant,Dalhem,WLG
Amy,A,Medendorp,Flobecq,WHT
Enola,M,van de Wardt,Suarlée,WNA
Georgius,Q,Wubbels,Namêche,WNA
Gilles,H,Lamare,Ramillies,WBR
Etoile,J,Routhier,Waret-l'Evêque,WLG
Zoé,S,Dodier,Nederzwalm-Hermelgem,VOV
Djay,A,Doek,Hamois,WNA
Jeoffroi,É,Fortier,Vinkt,VOV
Tyson,F,Des Meaux,Cugnon,WHT
Endy,I,Kooiman,Sart-Dames-Avelines,WBR
Charlot,R,Vaillancour,Spy,WNA
Anneloes,R,Voeten,Filot,WLG
Courtland,F,Royer,Kampenhout,VBR
Niklas,Y,Kreft,Jandrain-Jandrenouille,WBR
Paul,P,Mercure,Bonneville,WNA
Manville,C,Mercier,Freloux,WLG
Christine,J,Tuinman,Saint-Vincent,WHT
Jolie,G,Mazuret,Brussel,WBR
Ernesto,D,Langens,Autelbas,WHT
Alphonsine,M,Lachapelle,Evrehailles,WNA
Henny,C,Nijgh,Langemark-Poelkapelle,VWV
Xarles,J,D'Avis,Hainin,WHT
Neville,N,Michel,Ellignies-lez-Frasnes,WHT
Hardouin,F,Duplanty,Tourinnes-Saint-Lambert,WBR
Paul,M,Berthiaume,Auvelais,WNA
Grégoire,A,Laforge,Diepenbeek,VLI
Wibe,P,Goede,Achet,WNA
Nicolas,F,Heinen,Bonneville,WNA
Germaine,P,Lafontaine,Huy,WLG
Jacquenett,T,Chaloux,Marenne,WHT
Lundy,R,Pelland,Zichem,VBR
Ruurd,A,Appelhof,Wachtebeke,VOV
Bono,H,Schuuring,Horebeke,VOV
Darian,K,van Essen,Wiers,WHT
Valérie,R,Petrie,Zele,VOV
Morena,J,van Asselt,Lendelede,VWV
Fifi,G,Giroux,Thirimont,WLX
Winand,L,Türkmen,Fourbechies,WLX
Gay,G,Blondlot,Waulsort,WNA
Royale,A,Caya,Blaregnies,WHT
Robert,H,Bellemare,Sint-Katelijne-Waver,VAN
Lowell,C,Chartier,Wambeek,VBR
Francis,D,Loiselle,Schulen,VLI
Renaldo,F,Dikkers,Bunsbeek,VBR
Astolpho,B,Mailloux,Aarschot,VBR
Raison,M,Picard,Erpe,VOV
Guy,É,Poisson,Liernu,WNA
Yorick,R,Breugem,Berchem,VAN
Orhun,A,Broekhoven,Brucargo,VBR
Dajo,K,Bernaards,Herne,VBR
Aschwin,S,Buwalda,Dessel,VAN
Wang,S,van Deuveren,Bouffioulx,WLX
Pascal,S,Croteau,Meigem,VOV
Muhammet,E,Stigter,Nismes,WNA
Merdan,Y,Davelaar,Rocourt,WLG
Aline,I,Walker,Melkwezer,VBR
Mickael,B,Ulijn,Xhendremael,WLG
Dreux,B,Lagueux,Liège,WLG
Michon,T,Spee,Sint-Kruis,VWV
Claire,B,Hétu,Sart-Eustache,WNA
René,L,Rousseau,Erps-kwerps,VBR
Mayk,H,Markerink,Bekkevoort,VBR
Marchano,D,Oudenaarden,Zele,VOV
Pierpont,R,Mouet,Lo-Reninge,VWV
Tino,Y,Langezaal,Obigies,WHT
Anis,D,Ververs,Beerlegem,VOV
Belda,R,Laderoute,Harnoncourt,WHT
Tristan,A,Sorel,Lives-sur-Meuse,WNA
Abdul,Y,ten Oever,Rèves,WLX
D'Arcy,G,Lafond,Cheratte,WLG
Odo,P,Perrault,Maizeret,WNA
Oğuz,V,Aydin,Hekelgem,VBR
Lowell,P,Perrault,Wevelgem,VWV
Merijn,J,Groenwold,Viroinval,WNA
Tia,E,Simonis,Beloeil,WHT
Fredrika,G,van der Kaaij,Nouvelles,WHT
Ype,P,Prudon,Verlaine,WLG
Laurent,H,Gougeon,Aalst,VOV
Adrien,F,Migneault,Quévy-le-Grand,WHT
Xena,I,Punter,Thy-le-Château,WNA
Aimé,M,Guernon,Sint-Niklaas,VOV
Noa,K,Smeele,Naast,WHT
Brigitta,F,Heijligers,Leke,VWV
Mignonette,H,Chaloux,Beaufays,WLG
Silvian,B,Elemans,Opheers,VLI
Xu,A,Pleiter,Bovesse,WNA
Quincy,O,Paquin,Staden,VWV
Ferragus,S,LeBatelier,Lotenhulle,VOV
William,A,Bourgeois,Marchovelette,WNA
Mohcine,H,de Kanter,Momignies,WLX
Porter,K,Rivard,Ben-Ahin,WLG
Tjomme,N,Ivens,Grandhan,WHT
Pensee,M,Brochu,Gleixhe,WLG
Beaufort,G,Gagné,Brussel,WBR
Dingeman,F,Sterrenburg,Sint-Stevens-Woluwe,VBR
Aissam,J,Veeneman,Donceel,WLG
Arthur,V,Savoie,Bikschote,VWV
Alessia,H,van der Wal,Lasne,WBR
Annewil,E,Berden,Stave,WNA
Medoro,D,Généreux,Jesseren,VLI
Pomeroy,C,Riel,Henis,VLI
Fortun,H,Goudreau,Buvrinnes,WHT
Laurens-Jan,I,de Koning,Villers-Saint-Ghislain,WHT
Domenique,U,Kieboom,Opbrakel,VOV
Turner,C,Sabourin,Messelbroek,VBR
Matthys,C,Hassan,Bellefontaine,WNA
Julienne,É,Querry,Baulers,WBR
Robinette,P,Quenneville,Couvin,WNA
Medoro,B,Migneault,Neervelp,VBR
Saba,P,Canters,Aiseau,WLX
Monique,C,Covillon,Nieuwkerke,VWV
Marlon,G,Gervais,Wierde,WNA
Xavier,M,Fournier,Cordes,WHT
Yaprak,N,Heideman,Baardegem,VOV
Martino,A,Mosterd,Bassenge,WLG
Yvon,J,Dostie,Pellenberg,VBR
Fabienne,L,Dubois,Kaprijke,VOV
Gaetan,R,Fortier,Blaimont,WNA
Rabican,R,Echeverri,Melen,WLG
Daphna,S,Appeldoorn,Moorslede,VWV
Charmaine,A,Chauvet,Galmaarden,VBR
Rony,Y,Aussems,Zuidschote,VWV
Benjamin,J,Rhéaume,Anseroeul,WHT
Richano,A,Bulk,Ligne,WHT
Josef,A,Flantua,Chevetogne,WNA
Maryse,É,Migneault,Westouter,VWV
Nawfal,J,Arkenbout,Romsée,WLG
Yannic,Z,Hof,Beloeil,WHT
Étienne,K,Nijenkamp,Wilrijk,VAN
Sonali,R,Kootstra,Gijverinkhove,VWV
Vernon,O,Latourelle,Maurage,WHT
Angelette,C,Chouinard,Haacht,VBR
Wan,A,Medema,Passendale,VWV
Recep,F,Broeren,Acoz,WLX
Radwan,C,Evertse,Oostham,VLI
Langley,P,Thivierge,Erpe,VOV
Fiacre,C,Mazuret,Focant,WNA
Remy,A,Hemmer,Omal,WLG
Jovanny,N,Sparreboom,Sint-Ulriks-Kapelle,VBR
Graziëlla,S,Woelders,Gimnée,WNA
Bram,S,Vogelezang,Bogaarden,VBR
Methena,P,Houde,Jupille-sur-Meuse,WLG
Clovis,C,Pellerin,Tilly,WBR
Ringo,J,van Griensven,Slins,WLG
Trinette,D,Lejeune,Mespelare,VOV
Akash,C,Derikx,Sint-Niklaas,VOV
Aimé,S,Henrichon,Boussoit,WHT
Lundy,P,Lagueux,Vergnies,WLX
Marten,D,Vermij,Carlsbourg,WHT
Ray,G,Sarrazin,Dion,WNA
Lianne,H,Kempen,Bonneville,WNA
Onno,D,ten Bosch,Chastre,WBR
Javier,A,Brisebois,Heks,VLI
Nordin,M,Claasen,Schuiferskapelle,VWV
Yousef,H,van der Goes,Tenneville,WHT
Arent,S,Voncken,Haut-le-Wastia,WNA
Nicole,S,Jalbert,Semmerzake,VOV
Mathys,H,Claessen,Bolland,WLG
Dimitris,R,Hauser,Wanze,WLG
Faye,A,Koeleman,Liezele,VAN
Josette,P,Piedalue,Begijnendijk,VBR
Ali,G,ten Hoven,Veldegem,VWV
Jakub,H,Hilderink,Huldenberg,VBR
Loyal,C,Pinette,Genappe,WBR
Melville,S,Tardif,Fleurus,WLX
Sacripant,A,Flamand,Holsbeek,VBR
Claire,A,Chesnay,Villers-devant-Orval,WHT
Edmar,M,Deenen,Wenduine,VWV
Darrell,A,Vellema,Bombaye,WLG
Beaufort,H,Charlesbois,Zolder,VLI
Gérard,P,Gareau,Hofstade,VBR
Thomas,J,Cinq-Mars,Bergilers,WLG
Romaine,L,Grandpré,Lontzen,WLG
Christophe,M,van Gog,Ivoz-Ramet,WLG
Chantal,R,Rivière,Iddergem,VOV
Wisal,H,Harteveld,Mévergnies-lez-Lens,WHT
Jarno,G,Keereweer,Philippeville,WNA
Neville,A,Blanc,Baaigem,VOV
Gert-Jan,M,Lens,Froyennes,WHT
Gerardus,A,Voeten,Zwijndrecht,VAN
Marisa,A,Jaspers,Nieuwenhove,VOV
Christos,P,Bleeker,Tamines,WNA
Roderik,S,van der Post,Mannekensvere,VWV
Remigius,A,Ivens,Piringen,VLI
Ferragus,A,Leroux,Meetkerke,VWV
Mélanie,I,Kools,Opdorp,VOV
Aleida,F,Stadhouders,Leisele,VWV
Merle,C,Lachapelle,Maulde,WHT
Koenraad,F,Brunsveld,Hansbeke,VOV
Huig,S,Hoogwerf,Orp-Jauche,WBR
Germain,B,Baril,Bullange,WLG
Federico,I,Doorn,Ecaussinnes,WHT
Marshall,S,Jonkman,Bornem,VAN
Somerville,Y,Bernard,Kapelle-op-den-Bos,VBR
Beltane,É,Perrault,Heers,VLI
Veli,N,Baakman,Bertrée,WLG
Ishaan,C,Schellingerhout,Rocherath,WLG
Gradasso,C,Roussel,Louette-Saint-Denis,WNA
Gilles,A,Robitaille,Ellemelle,WLG
Auda,B,Levasseur,Soheit-Tinlot,WLG
Deacon,A,Weustink,Luingne,WHT
Irfaan,I,Sloos,Aalter,VOV
Honoré,O,Martin,Heers,VLI
Nanna,B,Berger,Villers-Saint-Amand,WHT
Burnell,C,Labonté,Aywaille,WLG
Alina,D,Beck,Alle,WNA
Thanh,H,Drent,Zichen-Zussen-Bolder,VLI
Arsalan,B,Coenraad,Mopertingen,VLI
Juul,L,Nijenkamp,Flône,WLG
Delphine,T,Grivois,Ellemelle,WLG
Wyatt,A,Bonneville,L'Ecluse,WBR
Alisa,R,Boessenkool,Elouges,WHT
Volkan,M,Barendregt,Vieux-Genappe,WBR
Hardouin,É,Daviau,Sint-Katelijne-Waver,VAN
Burkett,C,Garceau,Nouvelles,WHT
Mercer,A,D'Aubigné,Vosselaar,VAN
Jorge,S,Suurland,Vissenaken,VBR
Reza,V,Beekmans,Vinderhoute,VOV
Gerco,L,van de Woestijne,Merchtem,VBR
Chandler,L,Jalbert,Libin,WHT
Toussaint,M,Picard,Grazen,VBR
Mona,M,Li,Grand-Halleux,WHT
Thierry,S,Duijs,Beffe,WHT
Cyril,J,Wielders,Villers-aux-Tours,WLG
Hendri,M,van der Pluijm,Wanze,WLG
Loring,E,Bouchard,Bocholt,VLI
Searlas,X,Boulanger,Goeferdinge,VOV
Émile,L,LaGarde,Sambreville,WNA
Nabil,S,van Casteren,Cerexhe-Heuseux,WLG
Bertrand,V,Arsenault,Sint-Jacobs-Kapelle,VWV
Mateo,V,Huting,Oombergen,VOV
Frontino,A,Bourque,Kaprijke,VOV
Necati,A,van der Male,Vieux-Waleffe,WLG
Helene,I,Haver,Vesqueville,WHT
Berjan,E,Gelderman,Rupelmonde,VOV
Renée,Q,Lepage,Eugies,WHT
Scarlet,T,Ferwerda,Brûly-de-Pesche,WNA
Jullian,I,Merx,Olmen,VAN
Eustache,D,Reault,Sélange,WHT
David,H,Chicoine,Ostiches,WHT
Diederick,X,Swartjes,Rognée,WNA
Ganelon,A,Beaudoin,Vlekkem,VOV
Zaina,Z,Rijk,Rumst,VAN
Ngoc,A,van der Pols,Wontergem,VOV
Millard,L,Gervais,Poederlee,VAN
Abdeljalil,N,Kornet,Wépion,WNA
Sumner,V,Charbonneau,Egem,VWV
Ilham,C,van Hooren,Avennes,WLG
Dimas,K,van Soeren,Humain,WHT
Laurence,O,Fortin,Quevaucamps,WHT
Adélaïde,B,Duplanty,Harnoncourt,WHT
Xarles,D,Dandonneau,Limont,WLG
Marveille,Q,Bureau,Bouvignies,WHT
Amitee,A,Guérette,Denderbelle,VOV
Franck,N,Duffet,Sars-la-Buissière,WLX
Andor,D,Blezer,Sint-Martens-Lennik,VBR
Louis,O,Mazuret,Anvaing,WHT
Ansel,B,Lévesque,Epinois,WHT
Prewitt,T,Rochon,Flostoy,WNA
Adela,J,van Tuil,Sart-Saint-Laurent,WNA
Eustache,A,Charron,Silly,WHT
Octave,E,Champagne,Clavier,WLG
Burkett,A,Grivois,Ploegsteert,WHT
Rogér,S,Stoutjesdijk,Lantin,WLG
Fedor,P,Kriek,Itegem,VAN
Harcourt,C,Arsenault,St-Margriete,VBR
Eulalie,T,Lereau,Wanzele,VOV
Jantine,T,Slangen,Villers-Sainte-Gertrude,WHT
Youness,D,Even,Parike,VOV
Philippe,R,Gour,Seraing,WLG
Javier,A,Course,Gérouville,WHT
Storm,M,Berkvens,Kaulille,VLI
Eyüp,I,Dortmans,Oleye,WLG
Heloise,É,Courtemanche,Jupille-sur-Meuse,WLG
Sébastien,P,Gendron,Fernelmont,WNA
Nehemia,J,Friesen,Zillebeke,VWV
Sebastianus,G,Worst,Tournai,WHT
Paul,M,Frappier,Moignelée,WNA
Algernon,A,Beaulieu,Oombergen,VOV
Houssam,S,Pieterse,Buzet,WLX
Merlin,M,Plourde,Sougné-Remouchamps,WLG
Léonie,J,van Koppen,Erpe,VOV
Revelino,A,Kuijs,Barry,WHT
Grosvenor,E,Doiron,Zwevegem,VWV
Paien,M,Lamothe,Wevelgem,VWV
Armano,A,Wolfert,Jauchelette,WBR
Maximus,D,Arents,Bredene,VWV
Medoro,A,Therrien,Crehen,WLG
Archard,J,de Brisay,Lauwe,VWV
Pryor,A,Rouleau,Breendonk,VAN
Dani,D,Put,Wadelincourt,WHT
Gérard,M,Monrency,Gleixhe,WLG
Jornt,D,Nijkamp,Herfelingen,VBR
Mayhew,D,Michel,Ursel,VOV
Shan,J,van Leijen,Trazegnies,WLX
Koop,N,van der Putten,Hanzinelle,WNA
Cécile,F,Mousseau,Kieldrecht,VOV
Marcel,M,Talon,Sint-Laureins,VOV
Asja,M,Hoogland,Haacht,VBR
Odessa,J,in 't Hout,Wilderen,VLI
Geoffrey,E,Perreault,Dranouter,VWV
Paul,C,Tougas,Grâce-Hollogne,WLG
Diane,L,Boulanger,Limerlé,WHT
Ertuğrul,N,Noordam,Loverval,WLX
Elina,S,Suiker,Maulde,WHT
Brie,A,Frappier,Barvaux-Condroz,WNA
Madeleine,A,Fontaine,Beauvechain,WBR
Amedee,S,Richer,Onkerzele,VOV
Bruno,A,Arcouet,Sint-Agatha-Rode,VBR
Arnaud,V,Auclair,Marquain,WHT
Odette,J,Barrette,Perwez,WBR
Pinabel,A,Bériault,Velaine-sur-Sambre,WNA
Marjanne,F,van Seeters,Petit-Enghien,WHT
Benjamin,V,Marseau,Trazegnies,WLX
Somerville,L,Guérette,St-Margriete-Houtem,VBR
Ramy,S,Arets,Harre,WHT
Wieger,M,Hogenes,Ferrières,WLG
Sibyla,B,De La Ronde,Zillebeke,VWV
Simran,E,Schoonenberg,Borsbeke,VOV
Virginie,É,Duffet,Thieusies,WHT
Anaïs,Z,Gour,Barvaux-sur-Ourthe,WHT
Shirin,O,Leene,Landen,VBR
Avent,E,Michaud,Kooigem,VWV
Lou,F,ter Mors,Slijpe,VWV
Latimer,S,Favreau,Etikhove,VOV
Zara,D,Fugère,Bambrugge,VOV
Sascha,Y,Geijtenbeek,Malvoisin,WNA
Esmeraude,J,Lebrun,Witry,WHT
Moon,N,van den Broeke,Seloignes,WLX
Jadon,S,Huijer,Binche,WHT
Brigliador,B,Bonami,Aalter,VOV
Rémy,N,Brasseur,Sint-Denijs-Westrem,VOV
Scoville,A,Montminy,Omal,WLG
Tracy,H,Groffen,Hognoul,WLG
Ericus,R,Eveleens,Salles,WLX
Fitz,C,Mailly,Lodelinsart,WLX
Matthis,L,Kortekaas,Lieferinge,VOV
Théodore,S,Jolicoeur,Piétrain,WBR
Jori,D,Lang,Escanaffles,WHT
Harbin,B,Langlais,Hatrival,WHT
Ogün,D,Geerts,Gourdinne,WNA
Lahoucine,E,Stijnen,Kessenich,VLI
Zohal,Y,Kuizenga,Gelinden,VLI
Yolande,C,Tougas,Adegem,VOV
Raymond,F,Primeau,Ichtegem,VWV
Octave,M,Desnoyer,Werbomont,WLG
Joske,H,de Valk,Gembloux,WNA
Avent,D,Brousse,Ledeberg,VOV
Anita,S,van Merrienboer,Wannebecq,WHT
Aubrey,O,Boisvert,Alsemberg,VBR
Ted,D,Doornbosch,Leest,VAN
Odelette,A,Lamour,Chênée,WLG
Xavier,A,Gabriaux,Essene,VBR
Sennet,P,Langelier,Hoevenen,VAN
Ansel,M,Durand,Beerzel,VAN
Charlot,F,Chnadonnet,Tongerlo,VAN
Villette,E,Boulé,Waarbeke,VOV
Sidney,R,Fongemie,Evelette,WNA
Allyriane,R,Bazinet,Slins,WLG
Germaine,T,Sicard,Rognée,WNA
Hamit,C,Niessen,Bellevaux-Ligneuville,WLG
Isa,J,van der Sluijs,Loncin,WLG
Corinne,P,Brisette,Kwaadmechelen,VLI
Reneé,G,Reimerink,Sainte-Marie-sur-Semois,WHT
Leverett,A,Lapresse,Harmignies,WHT
Sidney,C,Chalifour,Hulste,VWV
Simcha,R,Portier,Vierset-Barse,WLG
Jacquenett,M,Vernadeau,Robertville,WLG
Françoise,T,Schaart,Boorsem,VLI
Wiresh,L,Narain,Oostkerke,VWV
Élise,N,Panetier,Leupegem,VOV
Loyal,P,Montminy,Virelles,WLX
Iva,H,Deschamps,Kemexhe,WLG
Ikrame,J,Hoekema,Jemappes,WHT
Thomas,B,Lafond,Robelmont,WHT
Xavier,D,Bonneville,Landen,VBR
Slainie,T,Lanctot,Maisières,WHT
Carola,R,Sanderse,Poperinge,VWV
Kasper,G,Bosma,Kortenberg,VBR
Florismart,A,Varieur,Elouges,WHT
Randolf,L,Spel,Mortsel,VAN
Antoine,F,Bériault,Pipaix,WHT
Javier,L,Achin,Opglabbeek,VLI
Pascal,M,Leduc,Strijtem,VBR
Ümit,N,Mols,Chassepierre,WHT
Damy,C,Werkman,Rumes,WHT
Raoel,A,Spits,Zarlardinge,VOV
Germaine,R,Cadieux,Beveren,VWV
Moritz,F,Lauwerijssen,Boutersem,VBR
Falerina,I,Francoeur,Hasselt,VLI
Orson,L,Pichette,Virelles,WLX
Siete,Z,Rijkse,Meerhout,VAN
Wyatt,C,Belisle,Groot-Bijgaarden,VBR
Iva,M,Généreux,Wijer,VLI
Jennifer,L,Dielemans,Vladslo,VWV
Algernon,D,Lépicier,Retinne,WLG
Sije,R,Ankone,Donstiennes,WLX
Mient,B,Kok,Lichtaart,VAN
Rayan,M,van Lochem,Vilvoorde,VBR
Aimé,K,Bienvenue,Halma,WHT
Nicol,R,Menheere,Vierset-Barse,WLG
Baptiste,L,Daviau,Elst,VOV
Ray,É,Pinneau,Viroinval,WNA
Noël,M,Schuurmans,Hanzinelle,WNA
Thelma,M,Servaas,Paal,VLI
Sohrab,L,Witlox,Sovet,WNA
Bahri,S,Klopstra,Lantin,WLG
Ferenc,F,Linthorst,Vladslo,VWV
Manuela,B,Kolk,Lodelinsart,WLX
Juno,M,Spronk,Redu,WHT
Dio,J,Kwakkenbos,Gentinnes,WBR
Abdoel,M,Gerritse,Villers-le-Peuplier,WLG
Emile,K,Koenes,Grembergen,VOV
Peverell,C,Pelletier,Marcourt,WHT
Flo,E,Schout,Bonnert,WHT
Octave,J,Bourassa,Bouillon,WHT
Donja,S,Giesbers,Lot,VBR
Nard,F,Hamming,Westouter,VWV
Gwen,H,Schouw,Warisoulx,WNA
Sarita,E,van Steenbergen,Rillaar,VBR
Kaan,S,Koerts,Terhagen,VAN
Ayoub,G,Zegwaard,Landskouter,VOV
Alet,A,Tilstra,Barbençon,WLX
Christine,W,den Hertog,Héron,WLG
Orville,P,Carrière,Dolembreux,WLG
Quennel,F,Fontaine,Clermont-sous-Huy,WLG
Tabor,R,Lanoie,Weismes,WLG
Agnès,H,Sorel,Poulseur,WLG
Jorja,A,Reijers,Westmalle,VAN
Tanguy,M,Charpentier,Dréhance,WNA
Busra,R,van der Veer,Linkebeek,VBR
Yolande,O,Gosselin,Taviers,WNA
Patriek,A,Bal,Moregem,VOV
Jari,A,van den Ouweland,Berneau,WLG
Tije,C,Grondman,Warnant-Dreye,WLG
Maslin,N,Vernadeau,Purnode,WNA
Seymour,C,Achin,Rendeux,WHT
Mechteld,R,van de Velde,Strijpen,VOV
Joao,W,Vleugels,Beauvechain,WBR
Loura,A,Doldersum,Arquennes,WHT
Jorrik,V,Zitter,Houdeng-Goegnies,WHT
Lowell,G,Nadeau,Maillen,WNA
Joy,L,Tachel,Marchin,WLG
Germain,A,Aucoin,Sart-Bernard,WNA
Dillen,A,Gritter,Burg-Reuland,WLG
Memet,C,Schenkel,Bellaire,WLG
Kes,H,Telkamp,Zandbergen,VOV
Laverne,G,Roussel,Lotenhulle,VOV
Amos,A,Besselink,Sint-Maria-Latem,VOV
Loyal,B,Charrette,Sint-Ulriks-Kapelle,VBR
Abdelkader,M,Zijp,Baal,VBR
Tan,R,Vallen,Quévy-le-Petit,WHT
Dini,A,Versantvoort,Zonnegem,VOV
Wyatt,C,Busque,Celles,WLG
Travers,A,Abril,Thon,WNA
Royce,L,Duranseau,Vaulx,WHT
Arno,F,Clavette,Oombergen,VOV
Alek,C,Esman,Gérouville,WHT
Delmare,L,Jolicoeur,Lierde,VOV
Marten,E,Ordelman,Lamain,WHT
Lothair,D,Deserres,Sirault,WHT
Geraldo,A,Haanstra,Bocholt,VLI
Roland,S,Ouellet,Marke,VWV
Étienne,A,Foucault,Waillet,WNA
Hong,J,Wijma,Laarne,VOV
Soma,S,Buur,Kozen,VLI
Percy,C,Provencher,Meldert,VBR
Vishal,I,Hendrix,Kooigem,VWV
Tilly,A,Cyr,Sainte-Cécile,WHT
Teoman,G,Wielders,Leignon,WNA
Ambra,T,Mainville,Rochefort,WNA
Scoville,C,Angélil,Kleine-Spouwen,VLI
Yorin,J,Burgman,Peutie,VBR
Arnou,M,Richer,Naninne,WNA
Honoré,N,Thivierge,Roeselare,VWV
Ivo,A,Ramakers,Veerle,VAN
Harmpje,E,van Beuningen,Kuttekoven,VLI
Olivier,A,Fontaine,Witry,WHT
Estelle,O,DeGrasse,Hertain,WHT
Kristof,E,Zoet,Spiere,VWV
Minette,H,Vadeboncoeur,La Louvière,WHT
Shayla,C,Putman,Sint-Niklaas,VOV
Roan,R,van Daatselaar,Puurs,VAN
Voleta,A,Monty,Florée,WNA
Edwin,B,van der Hooft,Rijkevorsel,VAN
Bruce,G,Bériault,Ettelgem,VWV
France,H,Mailhot,Manhay,WHT
Fiacre,J,Drouin,Mozet,WNA
Martine,A,Bérubé,Mons,WHT
Saphira,G,Rekker,Noville-les-Bois,WNA
Ece,L,Ramcharan,Ophasselt,VOV
Najia,B,Rottier,Namêche,WNA
Simeon,N,Boshoven,Vreren,VLI
Jisk,S,van de Grift,Nieuwkapelle,VWV
Dominique,V,Hétu,Herstal,WLG
Lai,A,Bax,Wonck,WLG
Gaetano,L,Bruinink,Suarlée,WNA
Duran,A,Marcelissen,Chaudfontaine,WLG
Yvette,B,Tessier,Limerlé,WHT
Emmanuel,A,Masson,Strijpen,VOV
Gustave,J,Goulet,Enines,WBR
Marischa,K,Wallet,Nettinne,WNA
Olympia,G,Royer,Florennes,WNA
Dusty,E,Wittenberg,Burdinne,WLG
Waldo,S,Huber,Laar,VBR
Cong,P,van Wieren,Turnhout,VAN
Heinrich,K,Langenhof,Westkapelle,VWV
Barry,B,Paimboeuf,Andenne,WNA
Hieronymus,M,Bloemsma,Longchamps,WNA
Orson,M,Berthelette,Ivoz-Ramet,WLG
Gallia,D,Leclair,Sint-Michiels,VWV
Mirza,H,van Eert,Wommersom,VBR
Alita,S,Veronneau,Arbre,WNA
Julie,H,Brisette,Eigenbilzen,VLI
Turner,X,Charlebois,Volkegem,VOV
Georges,V,Dubeau,Lens-Saint-Servais,WLG
Olivier,F,Rodrigue,Jandrain-Jandrenouille,WBR
